,year_built,Price,km_driven,fuel,seller_type,transmission,previous_owners,Brand,Model
1302,2010,350000,90000,Diesel,Individual,Manual,One,Mahindra,Mahindra Bolero SLE
1303,2013,200000,120000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
1304,2019,720000,3000,Petrol,Individual,Automatic,Zero,Hyundai,Hyundai Elite i20
1305,2014,350000,133000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ritz VDi
1306,2016,400000,25000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
1307,2017,570000,35000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai i20 Active
1308,2015,130000,70000,Petrol,Individual,Manual,Zero,Maruti,Maruti Omni MPI
1309,2016,210000,52000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
1310,2018,800000,52000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Creta 1.4
1311,2017,700000,39000,Diesel,Individual,Manual,Zero,Honda,Honda Jazz 1.5
1312,2011,200000,28689,Diesel,Individual,Manual,Zero,Tata,Tata Indica Vista
1313,2014,495000,90000,Diesel,Individual,Manual,One,Tata,Tata Aria Pure
1314,2014,325000,80322,Diesel,Dealer,Manual,Zero,Ford,Ford Fiesta Classic
1315,2019,650000,8000,Petrol,Individual,Manual,Zero,Ford,Ford Freestyle Trend
1316,2000,155000,50000,Diesel,Individual,Manual,One,Mahindra,Mahindra Jeep MM
1317,2007,75000,90000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
1318,2015,350000,61658,Diesel,Dealer,Manual,Zero,Hyundai,Hyundai Grand i10
1319,2010,90000,50000,Petrol,Individual,Manual,Two,Maruti,Maruti Zen Estilo
1320,2016,600000,80000,Diesel,Individual,Manual,Zero,Maruti,Maruti Ertiga SHVS
1321,2010,400000,185000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio SLE
1322,2014,370000,57000,Diesel,Individual,Manual,One,Maruti,Maruti Swift VDI
1323,2000,50000,60000,Petrol,Individual,Manual,Zero,Maruti,Maruti 800 DX
1324,2004,125000,120000,Petrol,Individual,Manual,One,Honda,Honda City 1.5
1325,2018,1800000,26000,Diesel,Individual,Automatic,Zero,Honda,Honda CR-V Diesel
1326,2019,650000,20000,Petrol,Individual,Automatic,Zero,Hyundai,Hyundai Grand i10
1327,2017,800000,30600,Petrol,Individual,Automatic,Zero,Maruti,Maruti Ertiga BSIV
1328,2020,802000,5000,Petrol,Individual,Manual,Zero,Volkswagen,Volkswagen Polo 1.0
1329,2015,2300000,35000,Diesel,Individual,Automatic,Two,Audi,Audi A4 35
1330,2016,430000,35000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Xcent 1.1
1331,2017,650000,23000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.6
1332,2004,170000,120000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio 2.6
1333,2011,450000,235000,Diesel,Individual,Automatic,Zero,Skoda,Skoda Superb Elegance
1334,2013,250000,87000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
1335,2014,550000,72000,Petrol,Individual,Manual,One,Ford,Ford Ecosport 1.0
1336,2013,2000000,64000,Diesel,Individual,Automatic,One,Jaguar,Jaguar XF 3.0
1337,2007,140000,100000,Petrol,Individual,Manual,One,Maruti,Maruti Zen Estilo
1338,2012,155000,12000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Beat LT
1339,2010,120000,67000,Petrol,Individual,Manual,Two,Hyundai,Hyundai Accent Executive
1340,2012,287000,70000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
1341,2016,675000,60000,Diesel,Individual,Manual,Zero,Maruti,Maruti Baleno Alpha
1342,2011,235000,74500,Petrol,Individual,Manual,One,Hyundai,Hyundai i10 Magna
1343,2011,300000,118700,Diesel,Individual,Manual,One,Hyundai,Hyundai i20 1.4
1344,2015,434999,40000,Petrol,Individual,Automatic,One,Nissan,Nissan Micra XL
1345,2004,225000,223660,Diesel,Individual,Automatic,Two,Mahindra,Mahindra Scorpio VLX
1346,2006,160000,140000,Petrol,Individual,Manual,One,Toyota,Toyota Corolla AE
1347,2020,600000,5000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
1348,2016,470000,100000,Diesel,Individual,Manual,One,Chevrolet,Chevrolet Tavera Neo
1349,2011,300000,100000,Petrol,Individual,Manual,One,Maruti,Maruti Swift Dzire
1350,2018,600000,2000,Petrol,Individual,Manual,Zero,Maruti,Maruti Baleno Delta
1351,2020,640000,4000,Petrol,Individual,Automatic,Zero,Hyundai,Hyundai Grand i10
1352,2015,600000,35000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.6
1353,2015,600000,30000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.6
1354,2012,190000,120000,Diesel,Individual,Manual,Zero,Tata,Tata Manza Aqua
1355,2008,160000,110000,Petrol,Individual,Manual,Two,Hyundai,Hyundai i10 Era
1356,2017,325000,15000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
1357,2006,200000,73756,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero DI
1358,2018,2800000,40000,Diesel,Individual,Automatic,Zero,Toyota,Toyota Fortuner 2.8
1359,2011,125000,60000,Petrol,Individual,Manual,Two,Chevrolet,Chevrolet Spark 1.0
1360,2015,550000,90000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai i20 Asta
1361,2002,80000,70000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
1362,2015,500000,80000,Diesel,Individual,Manual,One,Toyota,Toyota Etios Cross
1363,2019,250000,27000,Petrol,Individual,Manual,Zero,Renault,Renault KWID RXT
1364,2012,580000,70000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W8
1365,2002,60000,50000,Petrol,Individual,Manual,Zero,Daewoo,Daewoo Matiz SD
1366,2012,300000,185000,Diesel,Individual,Manual,Zero,Toyota,Toyota Etios GD
1367,2014,200000,90000,Diesel,Individual,Manual,One,Ford,Ford Figo Diesel
1368,2017,1200000,16400,Diesel,Individual,Manual,Zero,Tata,Tata Hexa XT
1369,2015,350000,80000,Diesel,Individual,Manual,One,Toyota,Toyota Etios Cross
1370,2012,600000,80000,Diesel,Individual,Manual,One,Mahindra,Mahindra XUV500 W8
1371,2019,650000,4000,Petrol,Individual,Manual,Zero,Honda,Honda Jazz V
1372,2008,120000,40000,Petrol,Individual,Manual,Zero,Maruti,Maruti A-Star Lxi
1373,2010,180000,120000,Diesel,Individual,Manual,One,Tata,Tata New Safari
1374,2018,950000,41395,Petrol,Individual,Automatic,Zero,Hyundai,Hyundai Verna VTVT
1375,2012,250999,35000,Diesel,Individual,Manual,One,Tata,Tata Manza Aura
1376,2012,385000,52000,Diesel,Dealer,Manual,Zero,Skoda,Skoda Laura Ambiente
1377,2009,1250000,47000,Diesel,Dealer,Automatic,One,Audi,Audi A8 L
1378,2013,165000,50000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Beat LT
1379,2015,700000,48000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Elantra SX
1380,2015,750000,53000,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra XUV500 W8
1381,2008,89999,213000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Renault Logan
1382,2018,290000,15000,Petrol,Dealer,Automatic,Zero,Datsun,Datsun redi-GO AMT
1383,2014,45000,7000,Petrol,Individual,Manual,One,Tata,Tata Nano Cx
1384,2013,675000,88000,Diesel,Dealer,Automatic,Zero,Skoda,Skoda Superb Ambition
1385,2015,530000,55000,Diesel,Dealer,Manual,Zero,Nissan,Nissan Terrano XL
1386,2014,1485000,48000,Diesel,Dealer,Automatic,Zero,BMW,BMW X1 sDrive20d
1387,2014,325000,71014,Diesel,Dealer,Manual,Zero,Chevrolet,Chevrolet Enjoy TCDi
1388,2015,400000,60000,Diesel,Dealer,Manual,Zero,Honda,Honda Amaze S
1389,2017,380000,71000,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra KUV 100
1390,2016,750000,45000,Petrol,Dealer,Automatic,Zero,Honda,Honda City i-VTEC
1391,2017,390000,45000,Petrol,Dealer,Manual,Zero,Honda,Honda Brio VX
1392,2009,110000,20000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LXi
1393,2019,1825000,14000,Diesel,Dealer,Manual,Zero,MG,MG Hector Sharp
1394,2019,3256000,17000,Diesel,Dealer,Automatic,Zero,Audi,Audi A4 35
1395,2015,370000,60000,Diesel,Dealer,Manual,Zero,Renault,Renault Scala Diesel
1396,2013,210000,80000,Diesel,Individual,Manual,One,Chevrolet,Chevrolet Beat Diesel
1397,2012,575000,89550,Diesel,Individual,Manual,One,Hyundai,Hyundai Verna 1.6
1398,2010,320000,90000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Xylo D4
1399,2010,280000,149500,Diesel,Individual,Manual,Two,Maruti,Maruti Swift Ldi
1400,2013,500000,190000,Diesel,Individual,Manual,One,Renault,Renault Duster 85PS
1401,2013,380000,83000,Diesel,Dealer,Manual,Zero,Ford,Ford Fiesta Diesel
1402,2005,120000,20000,Petrol,Individual,Manual,One,Maruti,Maruti 800 AC
1403,2018,395000,20000,Petrol,Individual,Manual,Zero,Maruti,Maruti Eeco 5
1404,2010,360000,160000,Diesel,Individual,Manual,Zero,Skoda,Skoda Laura 1.9
1405,2015,451000,100000,Diesel,Individual,Manual,Zero,Nissan,Nissan Terrano XL
1406,2010,175000,45000,Petrol,Individual,Manual,One,Chevrolet,Chevrolet Spark 1.0
1407,2009,170000,44800,Petrol,Individual,Manual,One,Chevrolet,Chevrolet Spark 1.0
1408,2006,100000,40000,Petrol,Individual,Manual,One,Hyundai,Hyundai Santro Xing
1409,2014,150000,120000,Petrol,Individual,Manual,Two,Maruti,Maruti Omni MPI
1410,2011,149000,10000,Diesel,Individual,Manual,One,Tata,Tata Indica Vista
1411,2011,160000,80000,Diesel,Individual,Manual,One,Tata,Tata Indica Vista
1412,2018,434999,10000,Petrol,Individual,Manual,Zero,Datsun,Datsun GO Plus
1413,2014,800000,156000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W8
1414,2010,819999,120000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
1415,2007,163000,100000,Petrol,Individual,Manual,One,Maruti,Maruti Baleno Vxi
1416,2001,350000,100000,Diesel,Individual,Manual,One,Mercedes-Benz,Mercedes-Benz E-Class 220
1417,2006,75000,100000,Petrol,Individual,Manual,One,Tata,Tata Indica GLS
1418,2012,180000,60000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
1419,2017,675000,30000,Diesel,Individual,Manual,Zero,Ford,Ford Figo Aspire
1420,2013,400000,170000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift VDI
1421,2013,434999,100000,Diesel,Individual,Manual,One,Volkswagen,Volkswagen Polo Diesel
1422,2006,100000,110000,Petrol,Individual,Manual,One,Tata,Tata Indigo GLX
1423,2015,419000,170000,Diesel,Individual,Manual,One,Maruti,Maruti Swift Dzire
1424,2009,200000,100000,Petrol,Individual,Manual,Zero,Tata,Tata Indica GLS
1425,2014,400000,35000,Diesel,Individual,Manual,Zero,Renault,Renault Scala Diesel
1426,2018,790000,40000,Diesel,Individual,Manual,One,Ford,Ford EcoSport 1.5
1427,2015,500000,90000,Diesel,Individual,Manual,One,Renault,Renault Duster 85PS
1428,2012,275000,120000,Diesel,Individual,Manual,One,Skoda,Skoda Rapid 1.6
1429,2012,450000,120000,Diesel,Individual,Manual,One,Hyundai,Hyundai i20 1.4
1430,2020,1400000,25000,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra XUV500 W11
1431,2015,800000,15000,Diesel,Individual,Manual,Zero,Renault,Renault Duster 110PS
1432,2014,315000,41000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
1433,2019,700000,16000,Petrol,Individual,Manual,Zero,Maruti,Maruti Baleno Alpha
1434,2016,585000,51000,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra Bolero SLX
1435,2014,350000,30000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Sail 1.2
1436,2014,495000,80000,Diesel,Dealer,Manual,Zero,Honda,Honda City i-DTEC
1437,2017,500000,50000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
1438,2013,345000,44000,Petrol,Dealer,Manual,Zero,Hyundai,Hyundai Grand i10
1439,2015,500000,10000,Petrol,Individual,Manual,Zero,Maruti,Maruti Baleno Sigma
1440,2016,360000,33000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Wagon R
1441,2010,210000,25000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LXi
1442,2014,220000,66000,Petrol,Dealer,Manual,Zero,Maruti,Maruti Alto K10
1443,2009,250000,48000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Aveo 1.4
1444,2016,990000,146000,Diesel,Dealer,Manual,Zero,Toyota,Toyota Innova 2.5
1445,2012,1800000,50000,Diesel,Individual,Automatic,One,Jaguar,Jaguar XF 3.0
1446,2014,530000,50000,Petrol,Individual,Manual,Zero,Honda,Honda City i
1447,2016,575000,50000,Diesel,Individual,Manual,Zero,Maruti,Maruti Baleno Alpha
1448,2012,400000,99000,Diesel,Dealer,Manual,Zero,Mahindra,Mahindra Xylo E4
1449,2016,680000,50000,Diesel,Individual,Manual,Zero,Honda,Honda Mobilio S
1450,2014,1000000,80000,Diesel,Individual,Automatic,Zero,Hyundai,Hyundai Santa Fe
1451,2016,260000,45000,Petrol,Individual,Manual,One,Maruti,Maruti Alto 800
1452,2010,150000,50000,Petrol,Individual,Manual,One,Tata,Tata Manza Aura
1453,2008,180000,70000,Petrol,Individual,Manual,Two,Maruti,Maruti Alto LXi
1454,2014,346000,37516,Diesel,Individual,Manual,Zero,Force,Force One EX
1455,2015,450000,20000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Xylo D2
1456,2019,500000,5000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
1457,2019,700000,8000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
1458,2019,280000,25880,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
1459,2019,475000,10000,Petrol,Individual,Automatic,Zero,Hyundai,Hyundai Santro Magna
1460,2009,300000,50000,Diesel,Individual,Manual,Zero,Maruti,Maruti Swift Dzire
1461,2014,200999,40000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
1462,2009,200000,100000,Diesel,Individual,Manual,Two,Skoda,Skoda Laura 1.9
1463,2009,210000,80000,Petrol,Individual,Manual,One,Chevrolet,Chevrolet Aveo U-VA
1464,2012,160000,110000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo LS
1465,2009,175000,136000,Diesel,Individual,Manual,One,Hyundai,Hyundai Verna CRDi
1466,2012,320000,80000,Diesel,Individual,Manual,Zero,Tata,Tata New Safari
1467,2009,110000,50000,Petrol,Individual,Manual,One,Maruti,Maruti Alto LXi
1468,2008,300000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
1469,2012,700000,10000,Petrol,Individual,Manual,Zero,Honda,Honda City V
1470,2015,500000,110000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero Power
1471,2012,550000,120000,Diesel,Individual,Manual,One,Mahindra,Mahindra Scorpio VLX
1472,2014,1050000,90000,Diesel,Individual,Manual,Two,Toyota,Toyota Innova 2.5
1473,2016,500000,20000,Petrol,Individual,Manual,Zero,Honda,Honda City i
1474,2011,180000,90000,Diesel,Individual,Manual,One,Maruti,Maruti Ritz VDi
1475,2010,170000,50000,Petrol,Individual,Manual,One,Hyundai,Hyundai Santro Xing
1476,2019,484999,9000,Petrol,Individual,Manual,Zero,Honda,Honda Brio 1.2
1477,2011,150000,70000,Petrol,Individual,Manual,One,Maruti,Maruti A-Star Vxi
1478,2018,380000,25000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto K10
1479,2019,480000,10000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Santro Sportz
1480,2011,290000,60000,Diesel,Individual,Manual,One,Volkswagen,Volkswagen Polo Diesel
1481,2013,350000,70000,Petrol,Individual,Manual,Zero,Fiat,Fiat Linea Dynamic
1482,2014,110000,25000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
1483,2003,70000,80000,Petrol,Individual,Manual,Two,Hyundai,Hyundai Santro LE
1484,2011,300000,70000,Petrol,Individual,Automatic,Two,Volkswagen,Volkswagen Vento Petrol
1485,2017,180000,60000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
1486,2020,300000,20000,Petrol,Individual,Manual,Zero,Renault,Renault KWID RXL
1487,2017,509000,60000,Petrol,Individual,Manual,Zero,Maruti,Maruti Baleno Delta
1488,2016,650000,80000,Diesel,Individual,Manual,Zero,Maruti,Maruti SX4 S
1489,2015,450000,70000,Diesel,Individual,Manual,Two,Maruti,Maruti Swift VDI
1490,1999,170000,2020,Diesel,Individual,Manual,One,Mahindra,Mahindra Jeep Classic
1491,2007,210000,100000,Diesel,Individual,Manual,One,Mahindra,Mahindra Scorpio 2.6
1492,2013,360000,80000,Diesel,Individual,Manual,One,Hyundai,Hyundai i20 Asta
1493,2011,495000,120000,Diesel,Individual,Manual,One,Toyota,Toyota Innova 2.5
1494,2006,105000,100000,Petrol,Individual,Manual,Two,Maruti,Maruti Alto LX
1495,2010,270000,60000,Petrol,Individual,Manual,Two,Hyundai,Hyundai i20 Magna
1496,2010,130000,110000,Petrol,Individual,Manual,Zero,Ford,Ford Figo Petrol
1497,2014,700000,90000,Diesel,Individual,Manual,One,Honda,Honda City i
1498,2012,400000,40000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Cruze LTZ
1499,2009,250000,60000,Petrol,Individual,Manual,One,Maruti,Maruti Swift ZXI
1500,2013,325000,94000,Diesel,Individual,Manual,One,Honda,Honda Amaze VX
1501,2008,69000,100000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto LXi
1502,2018,1380000,25000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio S11
1503,2007,90000,90000,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen Estilo
1504,2016,1000000,40000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra XUV500 W6
1505,2010,145000,90000,CNG,Individual,Manual,One,Hyundai,Hyundai Accent GLE
1506,2011,256000,70000,Diesel,Individual,Manual,Two,Maruti,Maruti Swift VDI
1507,2005,70000,120000,Diesel,Individual,Manual,Zero,Tata,Tata Indica DLS
1508,2016,240000,70000,Petrol,Individual,Manual,One,Renault,Renault KWID RXT
1509,2010,97000,128000,Petrol,Individual,Manual,Zero,Tata,Tata Indica Vista
1510,2012,130000,120000,Diesel,Individual,Manual,Zero,Tata,Tata Indigo CR4
1511,2009,199000,52536,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift 1.3
1512,2006,125000,70000,Petrol,Individual,Automatic,Zero,Honda,Honda Civic 1.8
1513,2015,420000,60000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Xcent 1.1
1514,2016,525000,110000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra NuvoSport N8
1515,2008,125000,85000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Santro Xing
1516,2010,325000,135000,Diesel,Individual,Manual,Zero,Hyundai,Hyundai Verna Transform
1517,2010,110000,50000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
1518,2019,450000,1950,Petrol,Individual,Manual,Zero,Maruti,Maruti S-Presso VXI
1519,2005,85000,118400,Petrol,Individual,Manual,Zero,Maruti,Maruti Swift 1.3
1520,2007,229999,70000,Petrol,Individual,Manual,One,Honda,Honda Civic 1.8
1521,2012,250000,60000,Petrol,Individual,Manual,One,Hyundai,Hyundai i10 Magna
1522,2015,650000,68000,Diesel,Individual,Manual,Zero,Ford,Ford Ecosport 1.5
1523,2007,75000,54000,Petrol,Individual,Manual,Zero,Maruti,Maruti Esteem Lxi
1524,2012,215000,97000,Diesel,Individual,Manual,Zero,Volkswagen,Volkswagen Vento Diesel
1525,2009,130000,120000,Petrol,Individual,Automatic,One,Maruti,Maruti SX4 ZXI
1526,2019,400000,16000,Petrol,Individual,Automatic,Zero,Hyundai,Hyundai Santro Magna
1527,2019,550000,60000,Petrol,Individual,Automatic,Zero,Maruti,Maruti Swift Dzire
1528,2016,245000,52000,Petrol,Dealer,Manual,Zero,Chevrolet,Chevrolet Beat LT
1529,2016,730000,60000,Diesel,Individual,Automatic,One,Mahindra,Mahindra TUV 300
1530,2005,120000,100000,Petrol,Individual,Manual,Two,Ford,Ford Fusion 1.6
1531,2017,950000,35000,Petrol,Individual,Manual,Zero,Honda,Honda City i-VTEC
1532,2017,350000,48000,Petrol,Individual,Manual,Two,Maruti,Maruti Wagon R
1533,2005,100000,20000,Petrol,Individual,Manual,One,Maruti,Maruti Esteem Vxi
1534,2017,350000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Wagon R
1535,2005,80000,40000,Petrol,Individual,Manual,One,Maruti,Maruti Wagon R
1536,2013,370000,60000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Verna 1.6
1537,2012,160000,70000,Petrol,Individual,Manual,One,Hyundai,Hyundai EON D
1538,2009,130000,120000,Diesel,Individual,Manual,Zero,Tata,Tata Sumo Victa
1539,2016,250000,30000,Petrol,Individual,Manual,Zero,Chevrolet,Chevrolet Sail Hatchback
1540,2012,270000,80000,Diesel,Individual,Manual,One,Tata,Tata New Safari
1541,2019,2600000,9500,Diesel,Individual,Automatic,Zero,BMW,BMW X1 sDrive
1542,2013,160000,80000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Era
1543,2016,229999,80000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai EON Magna
1544,2017,750000,29000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Bolero Power
1545,2011,195000,120000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Optra Magnum
1546,2015,320000,60000,Petrol,Individual,Manual,Zero,Toyota,Toyota Etios Cross
1547,2018,1100000,20000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra Scorpio S7
1548,2016,270000,22000,Petrol,Individual,Manual,Zero,Datsun,Datsun RediGO S
1549,2012,300000,50000,Petrol,Individual,Manual,Zero,Skoda,Skoda Fabia 1.2
1550,2012,200000,50000,Diesel,Individual,Manual,Zero,Chevrolet,Chevrolet Beat Diesel
1551,2007,120000,81366,Petrol,Individual,Manual,Zero,Maruti,Maruti Zen Estilo
1552,2006,95000,110000,Petrol,Individual,Manual,Zero,Maruti,Maruti Esteem Vxi
1553,2013,400000,100000,Petrol,Individual,Manual,Zero,Volkswagen,Volkswagen Polo Petrol
1554,2006,229999,300000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
1555,2016,430000,20000,Diesel,Individual,Manual,Zero,Mahindra,Mahindra KUV 100
1556,2012,300000,90000,Diesel,Individual,Manual,Zero,Renault,Renault Fluence 1.5
1557,2013,350000,70000,Petrol,Individual,Manual,Zero,Fiat,Fiat Linea Dynamic
1558,2013,450000,120000,Diesel,Individual,Manual,Zero,Renault,Renault Duster 110PS
1559,2016,200000,53000,Petrol,Individual,Manual,One,Renault,Renault KWID RXT
1560,2017,250000,30000,Petrol,Individual,Manual,Zero,Maruti,Maruti Alto 800
1561,2012,368000,90000,Petrol,Individual,Manual,One,Maruti,Maruti Swift Dzire
1562,2012,368000,90000,Petrol,Individual,Manual,One,Maruti,Maruti Swift Dzire
1563,2014,650000,244000,Diesel,Individual,Manual,Zero,Toyota,Toyota Innova 2.5
1564,1997,150000,120000,Diesel,Individual,Manual,Two,Mahindra,Mahindra Jeep CL
1565,2017,525000,15000,Petrol,Individual,Manual,Zero,Hyundai,Hyundai Grand i10
1566,2005,350000,150000,Diesel,Individual,Manual,One,Ford,Ford Endeavour 4x4
1567,2018,850000,30000,Diesel,Individual,Manual,One,Mahindra,Mahindra TUV 300
1568,2011,350000,312000,Diesel,Individual,Manual,Two,Volkswagen,Volkswagen Jetta 2.0
